menjahit,바느질하다,Nenek menjahit baju untuk cucunya.,할머니는 손주를 위해 옷을 바느질했다.
membuang,버리다,Jangan membuang sampah sembarangan.,쓰레기를 함부로 버리지 마세요.
mendaur ulang,재활용하다,Kita harus mendaur ulang sampah plastik.,우리는 플라스틱 쓰레기를 재활용해야 한다.
menghias,장식하다,Mereka menghias ruangan untuk pesta.,그들은 파티를 위해 방을 장식했다.
menyalakan,켜다,Tolong nyalakan lampu di ruangan ini.,이 방의 불을 켜 주세요.
mematikan,끄다,Jangan lupa matikan komputer sebelum pulang.,퇴근 전에 컴퓨터 끄는 걸 잊지 마세요.
mengeringkan,말리다/건조시키다,Keringkan rambut sebelum keluar rumah.,집을 나가기 전에 머리를 말리세요.
membasahi,적시다,Dia membasahi spons sebelum digunakan.,그는 스펀지를 사용하기 전에 적셨다.
teras,테라스/현관 앞마루,Kami mengobrol di teras sambil minum teh.,우리는 차를 마시며 테라스에서 이야기했다.
gudang,창고,Barang lama itu disimpan di gudang.,그 오래된 물건은 창고에 보관되어 있다.
kipas angin,선풍기,"Nyalakan kipas angin, di sini panas sekali.","선풍기 좀 켜, 여기 너무 더워."
AC,에어컨,AC di kamar itu tidak dingin lagi.,그 방 에어컨이 이제 시원하지 않다.
setrika,다리미,Setrika ini sudah rusak sejak minggu lalu.,이 다리미는 지난주부터 고장 났다.
mesin cuci,세탁기,Mesin cuci kami muat delapan kilo.,우리 세탁기는 팔 킬로까지 들어간다.
rice cooker,전기밥솥,Nasi sudah matang di rice cooker.,밥솥에서 밥이 다 됐다.
dispenser,정수기,Air panas di dispenser sudah habis.,정수기의 뜨거운 물이 다 떨어졌다.
listrik,전기,Listrik mati semalam selama dua jam.,어젯밤 두 시간 동안 전기가 나갔다.
deterjen,세제,Tolong beli deterjen di minimarket.,편의점에서 세제 좀 사다 줘.
panci,냄비,Rebus air di panci besar itu.,저 큰 냄비에 물을 끓이세요.
teko,주전자,Teko itu berisi teh hangat.,그 주전자에는 따뜻한 차가 들어 있다.
lap,행주/걸레,Bersihkan meja dengan lap basah.,젖은 행주로 탁자를 닦으세요.
tempat sampah,쓰레기통,Buanglah sampah di tempat sampah.,쓰레기는 쓰레기통에 버리세요.
jemuran,빨래 건조대/빨랫줄,Baju di jemuran belum kering.,빨랫줄의 옷이 아직 마르지 않았다.
gayung,물바가지,Di kamar mandi ada gayung dan bak.,욕실에는 바가지와 물통이 있다.
bak mandi,욕실 물통,Isi bak mandi sampai penuh.,욕실 물통을 가득 채우세요.
keran,수도꼭지,Keran di dapur bocor sedikit.,부엌 수도꼭지가 조금 샌다.
kloset,변기,Kloset di kamar mandi itu perlu diperbaiki.,그 욕실 변기는 수리가 필요하다.
kasur,매트리스/요,Kasur itu terlalu keras untuk saya.,그 매트리스는 저에게 너무 딱딱합니다.
guling,안고 자는 긴 베개,Anak itu tidak bisa tidur tanpa guling.,그 아이는 안는 베개 없이는 잠을 못 잔다.
gorden,커튼,Tolong tutup gorden supaya tidak silau.,눈부시지 않게 커튼 좀 쳐 주세요.
saklar,스위치,Saklar lampunya ada di sebelah pintu.,전등 스위치는 문 옆에 있다.
stopkontak,콘센트,Colokkan kabelnya ke stopkontak itu.,전선을 저 콘센트에 꽂으세요.
obat nyamuk,모기향/모기약,Nyalakan obat nyamuk sebelum tidur.,자기 전에 모기향을 피우세요.
