bintang,별,Bintang-bintang bersinar terang di langit malam yang cerah.,별들이 맑은 밤하늘에서 밝게 빛나고 있다.
langit,하늘,Langit sore itu berwarna merah dan jingga yang indah.,그 저녁 하늘은 아름다운 붉은색과 주황색이다.
pelangi,무지개,Pelangi muncul setelah hujan deras reda.,폭우가 그친 후 무지개가 나타났다.
kabut,안개,Kabut tebal menyelimuti kota di pagi hari.,짙은 안개가 아침에 도시를 뒤덮었다.
salju,눈(雪),Ia belum pernah melihat salju secara langsung.,그는 아직 직접 눈을 본 적이 없다.
musim,계절,Indonesia hanya memiliki dua musim yaitu hujan dan kemarau.,인도네시아는 우기와 건기 두 계절만 있다.
musim hujan,우기,Musim hujan biasanya dimulai sekitar bulan Oktober.,우기는 보통 10월경에 시작된다.
musim kemarau,건기,Musim kemarau membuat sungai-sungai mengering.,건기에는 강들이 마른다.
waktu,시간/때,Waktu adalah hal yang paling berharga dan tidak bisa diulang.,시간은 가장 소중한 것이며 되돌릴 수 없다.
hari,날/하루,Setiap hari adalah kesempatan baru untuk menjadi lebih baik.,매일은 더 나아질 수 있는 새로운 기회이다.
minggu,주/일주일,Ia beristirahat total selama seminggu penuh.,그는 꼬박 일주일 동안 완전히 쉬었다.
tahun,해/년,Tahun baru adalah saat yang tepat untuk membuat resolusi baru.,새해는 새로운 결심을 세우기에 적절한 때이다.
pagi,아침,Pagi hari adalah waktu terbaik untuk berdoa dan merenung.,아침은 기도하고 묵상하기 가장 좋은 시간이다.
siang,낮,Siang hari yang terik membuatnya mencari tempat berteduh.,뜨거운 낮에 그는 그늘을 찾았다.
sore,오후/저녁 무렵,Mereka biasa berjalan-jalan di sore hari.,그들은 보통 오후에 산책을 한다.
malam,밤,Malam yang sunyi memberinya ketenangan untuk berpikir.,고요한 밤이 그에게 생각할 수 있는 평온함을 준다.
saat,순간/때,Saat itulah ia menyadari betapa berharganya hidup ini.,바로 그 순간 그는 이 삶이 얼마나 소중한지 깨달았다.
binatang,동물,Binatang-binatang itu dilindungi di dalam kawasan konservasi.,그 동물들은 보전 지역 안에서 보호받고 있다.
kucing,고양이,Kucingnya suka tidur di atas sofa yang empuk.,그의 고양이는 푹신한 소fa 위에서 자는 것을 좋아한다.
anjing,개,Anjingnya selalu menyambut dengan gembira saat ia pulang.,그가 집에 돌아오면 개가 항상 기쁘게 맞이한다.
sapi,소,Sapi-sapi itu merumput dengan tenang di padang rumput.,소들이 초원에서 조용히 풀을 뜯고 있다.
kambing,염소,Kambing itu diternakkan untuk diambil susunya.,그 염소는 젖을 얻기 위해 사육되고 있다.
kuda,말(동물),Kuda itu berlari kencang melewati padang yang luas.,말이 넓은 평원을 가로질러 빠르게 달린다.
gajah,코끼리,Gajah Sumatera adalah salah satu hewan yang terancam punah.,수마트라 코끼리는 멸종 위기에 처한 동물 중 하나이다.
harimau,호랑이,Harimau adalah hewan yang sangat kuat dan berwibawa.,호랑이는 매우 강하고 위엄 있는 동물이다.
ular,뱀,Ular berbisa itu bersembunyi di balik semak-semak.,그 독사는 덤불 뒤에 숨어 있었다.
burung,새,Burung-burung berkicau merdu setiap pagi di taman.,새들이 매일 아침 정원에서 아름답게 지저귄다.
kupu-kupu,나비,Kupu-kupu terbang dari bunga ke bunga dengan lincah.,나비가 꽃에서 꽃으로 날렵하게 날아다닌다.
lebah,벌,Lebah mengumpulkan nektar dari bunga untuk membuat madu.,벌이 꿀을 만들기 위해 꽃에서 꿀을 모은다.
semut,개미,Semut-semut bekerja keras tanpa mengenal lelah.,개미들은 지칠 줄 모르고 열심히 일한다.
nyamuk,모기,Nyamuk adalah serangga kecil yang bisa membawa penyakit berbahaya.,모기는 위험한 질병을 옮길 수 있는 작은 곤충이다.
tikus,쥐,Tikus masuk ke dapur dan memakan makanan yang tersimpan.,쥐가 부엌에 들어와 보관된 음식을 먹었다.
kelelawar,박쥐,Kelelawar keluar mencari makan saat malam tiba.,박쥐는 밤이 되면 먹이를 찾아 나온다.
monyet,원숭이,Monyet-monyet itu berkeliaran bebas di hutan.,원숭이들이 숲속에서 자유롭게 돌아다닌다.
lumba-lumba,돌고래,Lumba-lumba adalah hewan laut yang sangat cerdas.,돌고래는 매우 영리한 해양 동물이다.
penyu,바다거북,Penyu bertelur di pantai setiap musim kawin.,바다거북은 짝짓기 철마다 해변에서 알을 낳는다.
udara,공기,Udara di pegunungan terasa segar dan bersih.,산속의 공기는 신선하고 깨끗하게 느껴진다.
suhu,온도,Suhu udara hari ini mencapai tiga puluh empat derajat Celsius.,오늘 기온은 섭씨 34도에 달한다.
gelombang,파도/물결,Gelombang besar menghantam karang dengan keras.,큰 파도가 바위에 세차게 부딪혔다.
banjir,홍수,Banjir melanda kota itu setelah hujan tiga hari berturut-turut.,사흘 연속 비 끝에 그 도시에 홍수가 덮쳤다.
gempa,지진,Gempa bumi itu terasa kuat hingga membuat rumah bergetar.,그 지진은 집이 흔들릴 정도로 강하게 느껴졌다.
gunung berapi,화산,Gunung berapi itu masih aktif dan dipantau setiap saat.,그 화산은 아직 활성 상태이며 항상 감시된다.
terowongan,터널/굴,Terowongan panjang itu menembus gunung selama beberapa kilometer.,그 긴 터널은 몇 킬로미터에 걸쳐 산을 관통한다.
rawa,늪/습지,Rawa-rawa itu menjadi habitat bagi berbagai jenis burung.,그 습지는 다양한 종류의 새들의 서식지가 된다.
gersang,황량한/메마른,Tanah gersang itu sulit untuk ditanami.,그 메마른 땅은 농사짓기가 어렵다.
pohon kelapa,야자나무,Pohon kelapa menjulang tinggi di tepi pantai.,야자나무가 해변가에 높이 솟아 있다.
padi,벼,Padi yang menguning menandakan musim panen telah tiba.,노랗게 익은 벼는 수확 철이 왔음을 알린다.
pisang,바나나,Pisang adalah buah yang paling banyak dikonsumsi di Indonesia.,바나나는 인도네시아에서 가장 많이 소비되는 과일이다.
kelapa,코코넛,Kelapa muda sangat menyegarkan di hari yang panas.,어린 코코넛은 더운 날에 매우 시원하다.
mangga,망고,Mangga harum itu dipetik langsung dari pohon di halaman.,그 향기로운 망고는 마당의 나무에서 직접 땄다.
nangka,잭프루트,Nangka matang memiliki aroma yang sangat kuat dan manis.,익은 잭프루트는 매우 강하고 달콤한 향기를 풍긴다.
durian,두리안,Durian adalah raja buah yang memiliki rasa unik.,두리안은 독특한 맛을 지닌 과일의 왕이다.
rambutan,람부탄,Rambutan yang segar sangat manis dan menyegarkan.,신선한 람부탄은 매우 달콤하고 상쾌하다.
jambu,구아바/잠부,Jambu biji kaya akan vitamin C yang baik untuk tubuh.,구아바는 몸에 좋은 비타민 C가 풍부하다.
singkong,카사바/고구마,Singkong adalah bahan makanan pokok di beberapa daerah.,카사바는 일부 지역에서 주식 재료이다.
ubi,고구마,Ubi rebus adalah camilan sederhana yang mengenyangkan.,삶은 고구마는 배를 채워주는 간단한 간식이다.
jagung,옥수수,Jagung bakar selalu harum dan menggugah selera.,구운 옥수수는 항상 향기롭고 식욕을 돋운다.
kacang,콩/땅콩,Kacang goreng adalah camilan favorit saat menonton film.,볶은 콩/땅콩은 영화 볼 때 즐겨 먹는 간식이다.
tanaman,식물,Tanaman hijau membuat ruangan terasa lebih segar dan hidup.,초록 식물이 방을 더 상쾌하고 생기 있게 만든다.
benih,씨앗/종자,Benih yang baik akan menghasilkan tanaman yang subur.,좋은 종자는 무성한 식물을 만들어 낸다.
cuaca,날씨,Cuaca hari ini sangat cerah dan menyenangkan.,오늘 날씨는 매우 맑고 쾌적하다.
badai,폭풍,Badai dahsyat itu menghancurkan banyak rumah di daerah pesisir.,그 강력한 폭풍은 해안 지역의 많은 집을 무너뜨렸다.
embun,이슬,Embun pagi menempel di atas daun-daun segar.,아침 이슬이 신선한 잎들 위에 맺혀 있다.
fajar,새벽/여명,Fajar menyingsing menandakan hari baru telah dimulai.,여명이 밝아옴은 새로운 하루가 시작되었음을 알린다.
senja,황혼/석양,Senja yang indah itu membuatnya terdiam dalam kekaguman.,그 아름다운 황혼은 그를 감탄 속에 말없이 서 있게 했다.
